,id,popularity
19621,3iIIywVxndUjlVLqnNcVx6,29
19622,3iIj1uHe2oBwqncMiLQwRN,18
19623,3iT5FD6ZtGffWLyFgdEO65,60
19624,3iTLBhTaXcyPEiISpI7wCo,0
19625,3iTXGh0h1HuGRchEjIyUHa,10
19626,3iTetMOs33arMWBbNHZLOs,0
19627,3iTrlBCVU1Cd1VkNDqKWWO,44
19628,3iUCypGIfywW4EFIU1OYn8,0
19629,3iUnagQlUtjjCNQ3us3lPi,51
19630,3iVAyrTlbWGBq0laeQ18z2,0
19631,3iVUQfMt1zca5jeKdrXIxC,0
19632,3iVcZ5G6tvkXZkZKlMpIUs,79
19633,3iVyBFwt9CcN0mcTsXR9RR,29
19634,3iW3y326xuRpNVXzOMBZy5,56
19635,3iWkyN5Mv6mTipt8zaRbrj,6
19636,3iWsDz98rRbi0r8Ff5wAV7,31
19637,3iX0BMs9dX9CsgrHhiB173,53
19638,3iXPoEaMYaLSibCbJuiNj0,0
19639,3iZDqqjNgUfcJobj6SdAad,0
19640,3iZVvUlvr2mlITqquWo04Z,26
19641,3iZc0giQC5ySLgbJ6gQFEl,50
19642,3iZizHVmWHdaJbvcU65S6x,53
19643,3ia8261UOrhoHkpnIA3ky5,0
19644,3iag81mU7BylirRwRYXd8E,50
19645,3ib4ycdeIE13s5heRkMYNU,36
19646,3ibAzRj9JnowdoLkyllk3n,62
19647,3ibGmT0ZC3ywCKfQ6xVBnf,45
19648,3ibRxEv4KkcU9e259eyNJA,0
19649,3icbmPGKTsKAa0IinkizCM,58
19650,3iciQIVL9Or3qH9uP0AEYl,0
19651,3idXhocZWCuIUoqhAGI4GF,0
19652,3idbj9SjcypkXBSXQSjajH,24
19653,3idtSntZ6QsJvlQ4xBbIQa,0
19654,3imITUqEhkebNbOoS1yrWm,0
19655,3imJHohXBxDGovFRQ75dUt,58
19656,3imZNKKJ2hHzzsM6363hYq,28
19657,3inSmIa388icRdpDi5ecJd,56
19658,3inoWFYIvANzeicpROiqas,0
19659,3io7ImLrD96qqv0ah4Zgxj,37
19660,3ioGcJP7jE8z2EcqiqDOwf,32
19661,3ioQazLf1Qear2Pz6xGdE5,26
19662,3iooYCZBmETOMAZCEXbUDJ,10
19663,3ipwa1I4I5IZ1RKrxsxBhl,41
19664,3iqleQYDi1XFLNHTPXUy2h,40
19665,3ir8K4Cba553mOjsl8ZCJ0,0
19666,3irqh7UjKNsySIhh8fRjgj,34
19667,3irzlpFj1O2W4vlJvyGFpt,25
19668,3iuJfQ4KPgzx6uJw2u9XM8,0
19669,3iut542DAj1c44VzyA6CpN,51
19670,3ivArkGbR8mCN2yEj0bxzl,17
19671,3ivuCzdONtlrYHyWdAZnZb,0
19672,3iwIQ0rPsyUdJI1GKfPkf6,0
19673,3iwsyTZzOWHZbHffBEyi1N,63
19674,3iwt15Ynm0cYicIGQ9hAr0,0
19675,3ixLGFD9IT0A9va4WvApYd,32
19676,3ixP8zvULiFbqVYpIgu334,17
19677,3iy2e6iFfdlAkFdnvH7nmz,0
19678,3iyXUbM1kCZFiaParL4yuT,0
19679,3iyduGR28gtuaj5NoXBNnM,33
19680,3iykQUWC6xefpB0NS8NLlp,0
19681,3j0oJtPonSYt9f5jHVLb91,48
19682,3j12tpXSsZPwe6ShoyyQrc,0
19683,3j1UrSXCeWYa5ltei4ZAxt,40
19684,3j1WurYpvW7IgHCATbiDdQ,57
19685,3jE6CMiTt8bQ7GAMor1ZhD,0
19686,3jEPu6FD1icy9cLllhB2XK,0
19687,3jETxLsllXa7RgFc3rOu8F,24
19688,3jFP1e8IUpD9QbltEI1Hcg,55
19689,3jFRM3PHO59fVZHbco9xOk,44
19690,3jFfe4W9gyX1QQbHYPXNiS,41
19691,3jGnPHFrBCTdtEXbfweXgH,0
19692,3jHCXrZNz8fQEEf4BpWCAj,0
19693,3jHO4fBZMwUYjm7Sbonznd,37
19694,3jIw93D9Hdku4JWbyNvxn1,23
19695,3jJ5NJ3aNWvV70Rd7hgZIH,63
19696,3jJErCGUo7tYc3h9CqJ9Nm,38
19697,3jJZVeExYzVYiV6Y9Fl3DX,65
19698,3jJf7wEY4HaLFPVUyGNFMO,0
19699,3jKqyskNFx4OpnppbG31G7,31
19700,3jMh9sR3WEnSS8bYnKIEZU,37
19701,3jOBL79jV8RAEBQMSBzBvV,57
19702,3jOivF6kp5bN9R4up7oDw7,41
19703,3jP3coGrROR7kjiDlpoRph,0
19704,3jPCLWsm1v44LnmisG0Sus,19
19705,3jPEamV0cSpmC84vdCYrZ8,48
19706,3jPa0YdRMT1QQfvXWrkL5y,0
19707,3jQjUcAyx3P0BcyaUdnZtm,18
19708,3jR1HXX7vhjlrLrdhLr3NJ,52
19709,3jRsoe4Vkxa4BMYqGHX8L0,53
19710,3jS2mWSBABmZE9qpYaHaAM,30
19711,3jS7bB0oXVOwGFZn3aE5NV,68
19712,3jSH6Gz9v90dKzzgMixwUa,0
19713,3jSoCdCbyZ2gMrQ9J3LA47,13
19714,3jSyE8r8vgg8fmwojoMzql,51
19715,3jTbaxi59TkyCs0tzt2DSD,34
19716,3jd6ie2tFAKaRmJe1miqSG,32
19717,3jdGYz4HZqpgCsjWzyODW5,26
19718,3jdVi4yjnmCmGcKzua8JdF,11
19719,3jddVlOT1QHbpUUKrEZRur,49
19720,3jdzd8iv3Nu6sZOhd6aPqj,0
19721,3je1pkjiD7TLndoW6jqjoj,49
19722,3jebyeWfBW7o807JpV0vBE,33
19723,3jef1WM8zlHGdSlEKCK5ak,34
19724,3jg8bevUzKYONDLBBQquif,54
19725,3jh6PUzMF9likPKWrUjXbD,0
19726,3jhXwlBuSSxd0Vu6Y5pXDv,0
19727,3jha8ASOaMT5lKZf7hOygG,35
19728,3jhhOgKj8micw1e8PaI9lu,45
19729,3jhligm7HycklC8M3CcXnM,0
19730,3ji2WLLlpJmvvSOlAyqB6p,48
19731,3jiekLgaLrgUMQ5jO4P9BS,1
19732,3jjU4Pky1ja5J1onU6ei4T,65
19733,3jjUphDBlbPzWD3Ft3tya1,39
19734,3jk8YdCPkdXZRAoXBn1cKB,33
19735,3jkdQNkDTxxXtjSO4l0o1H,56
19736,3jks0Wb2Pnq981bSX3X44x,35
19737,3jlUexlkB435W822vfipNk,0
19738,3jlbL2OTD5YmIunYzgQTAN,75
19739,3jmoKUWTUZASS0YWbbkfeI,5
19740,3jmqb9d6QW8hQHxAgI5u2X,36
19741,3jmrIQTRL9ea0Xv4yCvJEJ,49
19742,3jnQF0OxLiAEFFcMdBgJ9s,59
19743,3jnaWFiF1qcyTWQNaguTPc,32
19744,3jnn8ydVzVbJUFDfafMvgx,0
19745,3jnsHJ0tbAVnKacqjXqMr9,0
19746,3joKzyUwtnpITySBeIbPPt,0
19747,3jzZv70bDIUvj0d1ZW8gdL,0
19748,3jzsSb4XeObErKwaq11wtO,40
19749,3k07aloYKe716xqJqiNvA2,32
19750,3k0ZewiOFKZgSdDEwjZlus,0
19751,3k1WwLG1OXCm6iQ13VrJEL,58
19752,3k1ykgOj81yLOHKPmklHeV,0
19753,3k23E2Jj1twgBuSpMNgIQh,0
19754,3k23ZvcqKoAkIzQhCNbBTL,21
19755,3k2Zv2luPZHpxfFjGpr4Mm,46
19756,3k3GHW82T2q0036bQDV1nM,7
19757,3k3L4XiCpbzdVXFwrFInLO,0
19758,3k5N6jvm2oWOXN6PNYcO9A,25
19759,3k5aZuYJfbfcVK9aj8xJOS,21
19760,3k5v0vO9hAMQFlzMAVGFtc,14
19761,3k63RLvRgkgPGx0keOH3P6,58
19762,3k6BkFw0vPLgqy9uxIgHmm,33
19763,3k8W4gDchU3eW6EAKkIhgw,45
19764,3k8aiqJh1UsfhbQwdoz5YO,0
19765,3k8lIImSaFAWNNkUyT9XjA,32
19766,3k8zx0tFrsWAvVHXeCBX2r,42
19767,3k9B5ygUQzpYZPh4AU1AqV,0
19768,3k9b7S4DKDvHZx5Krad6p4,26
19769,3k9i7UzeSUYWIfUZFeFDUd,0
19770,3kA7eF49FqcHfZnViPkIgO,8
19771,3kArdpMRRVjhumY2fbig7T,11
19772,3kAwGo8mtUPsrctroxYLku,0
19773,3kCNLcSSrtevQDAQfaWcTO,53
19774,3kDb3VdpZsa70VjlG70Onf,45
19775,3kEQyPfmFknzr0pRBWxWxu,0
19776,3kEzVlqLsd7RpwzYjJnT7a,0
19777,3kFLioKmQO7tnGxb8OZ0Sy,43
19778,3kOfxNWDKaGraRuvfomNpF,0
19779,3kOl9aYMvRAfxtQdaJWfOU,0
19780,3kOyGENMqX7I36364z32O5,0
19781,3kPBmZZmdOcw3zn36mwOUv,0
19782,3kPCmMH8rWAIJIWYHS5OGQ,0
19783,3kPjSoOAApbqqPYZItHlTF,0
19784,3kPrzqb7pKTd0U426BnMHI,0
19785,3kQX7VBJDL0ffqcCn7YDQ1,0
19786,3kS3AOajZlXtoToQ1Y4rPL,42
19787,3kS9f8YsnypXn5xGu90uHa,0
19788,3kSE08EYzWQSAf6o1v2U4V,0
19789,3kSXn1osC89W8JcPLozTzs,65
19790,3kTH4zIpKYtjSsMFTKEXOT,0
19791,3kV0XQl8FmU4YummkwYgx5,22
19792,3kVIFDE3G89I2RPVkiRaRj,62
19793,3kVivBTdctPi5t2YKPAx59,26
19794,3kVniUvySwduuGUfxQqbrh,0
19795,3kVoHiJKLV8nPe249jaeOo,34
19796,3kVoWnmqblBY2PFEcKCzWI,14
19797,3kW1bFgfgd75KJSIgZNBFu,0
19798,3kW5Rq9AIL0QQuYTSKNkQw,60
19799,3kWEw6EPn0YB1yJl6UsBiW,44
19800,3kXfK5tUzomgXp3HJQnkwv,17
19801,3kY6DozR86uh5dtHjF39Rf,36
19802,3kY921bKZONeTBBBsj7k4u,0
19803,3kYGqZsCjhPBUCx2ElKmZK,0
19804,3kYLXiKj14M0YkX32YqqWs,0
19805,3kZAm2TC74lBJFPDoV40Qc,70
19806,3kZC0ZmFWrEHdUCmUqlvgZ,64
19807,3kZH7y16USykXVADyn8RhY,0
19808,3kZRafDK2D0x9wQ2wbRJih,38
19809,3kg4W7OIAVSNTLjXArK0Kn,59
19810,3kgNKjfygCLQSCKuEXCH3K,4
19811,3kgTWTKOTfw1Mtp4RKJHW3,33
19812,3kgqHVqfiabABjaFi9Tnhn,54
19813,3kguMbJma0qhOLniGsFlKq,0
19814,3kgy6gz61XtWzgGw4Xh8CJ,40
19815,3khGLOwYCqu4IRNRd0vosw,0
19816,3khRyS51pqx4sOR6Fz3r1D,0
19817,3khhxA3mhnDRAHQpurB3Il,0
19818,3kiTOJXpAV3fR5QSSWeyeD,0
19819,3kikZxz3Sg6lwG72ZLssIL,48
19820,3kim6v8wY7HLPaNmw99SxD,56
19821,3kj21bGH2CrtMmoOpFvL34,0
19822,3kk1Zk2v1ParXC0dxfG0x7,33
19823,3kk66lcmo2blwB1uLHMkPJ,42
19824,3kkSLkDByhZMcuJBfb5RFx,37
19825,3kkaPg3wAVTmaEeQP4a81Y,22
19826,3klMnAnAWXdo6MomqXeJMn,38
19827,3klwxY9gkxQuvlL2WPX1n7,0
19828,3klzr0269NpGoBpe9BUNXN,48
19829,3kme5Qos8h04yrKxsgur79,55
19830,3kn91xR0w9zuzLr7DThHcC,0
19831,3ko0QVFzy4DdhuqTbMIeJZ,59
19832,3koCCeSaVUyrRo3N2gHrd8,79
19833,3kpM8OxeMaaAWI9pErdj1S,0
19834,3kpRgTtMnArQ5Gay0JxElf,43
19835,3kpcxng2jhw0jKPcKRCdDD,5
19836,3kqC9r9ilM63AogQ47RVpu,53
19837,3kqIiRKKHJeTW5JctZ4DIE,0
19838,3kqIv4hmWgYQzAMVU2OHu4,24
19839,3kqLybBT5LRSB9QCoR3ojK,49
19840,3kzNk0XMGwk6nYAo545tw0,5
19841,3l0La6OOdycSjsDQ1uVJUb,49
19842,3l0i9IQVcrdPSh1Er8DzlE,9
19843,3l0pdat6N0XcotNr2b7rNl,15
19844,3l0ya5dJI7xnPi3k18mRqa,31
19845,3l2hbXdvmaH3tUd3qWLKgm,54
19846,3l2hzgY88D94QhH7S1QNm6,0
19847,3l3EVW9PjLI4Mt8WLfeJwC,0
19848,3l3IyjUlQ32itCOBKmDwuu,0
19849,3l3xTXsUXeWlkPqzMs7mPD,71
19850,3l4M0jRbI0j82yX2pn1AEQ,26
19851,3l4cnZdtNbVZgV3ICYh1Ni,56
19852,3l4ha5okkyLgMAFIKRSNVG,47
19853,3l5QM5TxTOUGgDMohVKmk0,22
19854,3l5S3fqdNfxy8wiP6PRzzJ,2
19855,3l6EkMrhwXPSVEuTDksWB8,39
19856,3l6KjLWTn3iyyH4YCn8Ec9,42
19857,3l6TlMpgQRKGlWQeg2Q3GF,0
19858,3l6p26C4XEomoyBZLEpUmo,0
19859,3l75jB2gKi4VpgklWIbTOz,55
19860,3l7Yohww7OK3rZ8cqRVm7f,0
19861,3l7mAAEUlVhDeTksZtW36i,48
19862,3l9eg9RtisizG12a1D6nZl,0
19863,3l9tlu58MWDpHPAQEOUQAn,18
19864,3lB0GMiI5KxDbTOG8V3bOx,67
19865,3lB8auCNz1VXIFDhVUl6AX,0
19866,3lBRNqXjPp2j3JMTCXDTNO,69
19867,3lCYoQVMB03dVLZ8DOzYVD,0
19868,3lDvvLmkgKCDi0dAcbIKh6,0
19869,3lEfWXVeo02PI4QaX5ocV9,28
19870,3lFCbvyrJ7soEgTjIkELMT,44
19871,3lO38SiB2WAQRqTAHN7WTC,55
19872,3lObEUBA2nt1tp6vMut2fO,38
19873,3lOlIkAsGdUIJN5e6P4ffq,32
19874,3lOok0REf4j3790abX26PR,58
19875,3lP9eoNsz04dMCfPIG0PpK,41
19876,3lPAHV0b53zgRRm9LBgnTY,0
19877,3lPr8ghNDBLc2uZovNyLs9,76
19878,3lRgzwd3g1TewI4zjgbh9V,51
19879,3lSDIJ2abCrOdDJ6pshUap,68
19880,3lSQAn6cmWfYfwuTJry44m,48
19881,3lSR267IJfT54p0Gfuw7mi,61
19882,3lTRL3t2OQD9Z4TKNvMNZj,39
19883,3lU37v1dAU3u2U8l44Gucn,16
19884,3lUmaVqVvSGXahObJ85qWc,40
19885,3lVRPH9P6BpD9lamNSyrp2,0
19886,3lW0Otqzm4vCc4DF0OPi34,0
19887,3lWCa9e0KhDghboM5L9C6d,56
19888,3lWUyT3xtp4RiU9oUB4c2M,0
19889,3lXyAQ0kekAvY5LodpWmUs,63
19890,3lXyAigS8GlqUH9xIiFnKH,43
19891,3lYPk1b8Ai6R6zvayGyRbW,0
19892,3lZFwEr0FDp6P1UV8Eh6iA,0
19893,3lZPKJx51kXdLcaWFN6twU,40
19894,3lZgd1MUysR4TdzDVeAcIH,34
19895,3lZkK0XrC4CHBsObXRlNXA,0
19896,3laygeKXhsz7NpFfEhdKBS,2
19897,3lbHIoE1Yq6gqfdkA9jcVU,48
19898,3lcL0Kq2VXWz2kjDCwg44y,0
19899,3lcuERI7leyYwfFGv1ZP5e,47
19900,3ldG6XCLDXxWg1N6XhrSKo,62
19901,3ldQidBTeQXyr1kAzakLfs,28
19902,3lowcuAcg6INX4Rs32KzjJ,48
19903,3loxWaU9j8PoqCnaUl4y6t,17
19904,3lpJfAealYc3jj0Gp0x4Pp,0
19905,3lpa6fzS3rSAbRogEhWxu7,37
19906,3lpnYiJSFZmtsIM13OyRfa,0
19907,3lqT89gv8p3PYwXtr3ODjv,54
19908,3lqXAOFVwDSJDLTNZq6MU6,0
19909,3lqrCvTI9YRt62FR5JSTom,46
19910,3lrfAVd1BTUNiNj4epyZ1I,43
19911,3lsEnMjTbRsZ5yGUrpcgZE,25
19912,3lsJh2SgDAlL4f5nUW3jv7,44
19913,3lsuEgFPtcLWAdjsbO0HmP,35
19914,3luYiPxAz6snO5DQlbMpDB,32
19915,3lujIqrduR1rwGSUpcP7b5,32
19916,3lvtx4ZLeDu1Incdf9C8dk,0
19917,3lw0CSMQ88LcN0ZMP6DlWi,51
19918,3lwBgpUnYL2pnPGRlWEkd9,0
19919,3lwMGZ9M5Gq4usaZZLV4NK,0
19920,3lwZZMsnoX96DKevLBrpYs,18
19921,3lwrebzX6n6v4zP5DOqBKc,0
19922,3lxoiSjqcEGGD5H7YM5KVF,43
19923,3lyRUpKu39HBFGk7fQtTBi,7
19924,3lyeSiAIdLoZUHhV8psOTI,54
19925,3lyws9gtzp9ZPbTcQOfZkl,38
19926,3m0y8N3OfpYCBzDjyBzIx0,0
19927,3m0y8qLoznUYi73SUBP8GI,65
19928,3m0zqnAfEP3fmuF9XFXwyJ,0
19929,3m16spqwp6OJxqN4IXcsU7,33
19930,3m1DtLQFUJYPpgZ6PQpxGN,32
19931,3m1OyPw3fzMPAwDMcYcM6Z,51
19932,3m1kHsIwwIm4cadvASvAqL,17
19933,3mBF8vSXfgfz2S9XXWiq27,0
19934,3mBcdHAwpiABBfHyNChKKw,0
19935,3mCoYQGYakjouR3FLlhLQm,0
19936,3mCtr8tzgs5oBILcveyy4w,0
19937,3mE1eHZIFcg2v30l1tRl7d,31
19938,3mEBYz4K98O0J1CaPNmTOy,11
19939,3mEffkLd9V1dbPDPwaNHfO,18
19940,3mEotSRRWHgNw638c5ve4A,3
19941,3mFqOvXj4w2rh8pAlacsHv,53
19942,3mG3DqOlFDIYtDYUMWslZd,38
19943,3mGsirki6KNteUzdbYeFLL,0
19944,3mHAyclWdtFASQuobdnDf8,55
19945,3mIf8Zk2cy7ITwvvNkC0l2,0
19946,3mKDvOltPFCGFvmePTjOVk,0
19947,3mM14WXoPaLRjjkmxHe99L,57
19948,3mMQXbDtE276XpY75if4aE,35
19949,3mMcONXl666919f7y6tA5j,44
19950,3mN3VMDhOKMAyHZft8rQp9,37
19951,3mNFoKDPM2hzPuJeZ9ziht,54
19952,3mNJnrphRRXNC7pl6Iaf2x,45
19953,3mNecsYFb6LQg7822DPXCP,68
19954,3mNyhvYD3aYqIAFdJ75y9q,39
19955,3mOBNWyJtPmhwBoZnWf4zr,0
19956,3mOlovE2VP8jMXuvhunUPo,0
19957,3mPUXmm8OV7RUwDAFi1NUm,30
19958,3mPlFzJcIzeWqTDW1ERKvc,0
19959,3mSAhPW73pyeKoquI7E8B3,56
19960,3mSWNbF5QND4mygui6FLeW,26
19961,3mSZz9k6TzRpin74YEipgV,41
19962,3mSf4V5jKw0qxR0JZSWePA,0
19963,3mSkzP4ud5KG26OIVIAL3s,46
19964,3mc0qH6OwqLTf4PK0fHRjc,0
19965,3mc16FtdpfS1TQ8uTOpoav,0
19966,3mc4nFeBX4hvuYbPsoS4GK,54
19967,3mcG2NI5G5vhrQtRda1YnA,8
19968,3mcJqArtQoCslBHuTt6a40,0
19969,3md1QXAi82tUh1FkJP7K2Y,0
19970,3md8Ll9vyGMMCsz2v8qGlr,35
19971,3mdGvKHF7Lmkp3CbyGyWWf,31
19972,3mdIqM4xqUUpdHpedJCl1Z,0
19973,3mePeLKszLpXgHg3DmkfEd,25
19974,3mfEOBPTzR2nHHdhynPMo8,0
19975,3mgAfdImBP4Vf0a95s4r8O,0
19976,3mhKhKKRjlwBGRbugc9MQZ,16
19977,3mhMxZFFR82e29HSH8yIXj,0
19978,3mhOmh4tRKsMfnRmgZfeBm,67
19979,3micpaZKeajPm60o2FwNxs,0
19980,3mjQWntZaTIysjKdQZWlgG,43
19981,3mjnb1TW98Z2MgKWe52zBT,0
19982,3mkJigBxWd5DJUsRuwHG3f,49
19983,3mkKDa42jodDMDdvyBBVjI,0
19984,3mkNZA4Q0dYvZIn6OZEmOz,50
19985,3mkS8i0vcRwLgo7zWbd2DS,16
19986,3mkvOOLG9zBLLTMSRMrr91,0
19987,3ml3WB66sqG4kXoPBX2POA,54
19988,3ml48YMSykWJGG0g1QwtPP,0
19989,3mlSR3B2PgFnmz41WR5YVT,0
19990,3mlbuwZpRqefUNAyyeKg06,8
19991,3mm32rvh1cCv9k2ykZcsFf,0
19992,3mmRKDU6K0nl5ZyRmmEyTR,0
19993,3mmc7uZXUKR5DsDGksAzA1,0
19994,3mmtRtznPadTfr1IIgYpEQ,0
19995,3mxCsKcdT7SdnsOt8Wyyvs,13
19996,3mxLhgOwg4QjYxrP7rO8Rq,0
19997,3mxMrdo3fJjDbb64nagoXR,49
19998,3mxbdRPqMWp8dwjBXnODkz,0
19999,3myI1o0izYfh2z9JTQzCfJ,46
20000,3myPv5tukxeiBW3fqj4GZs,0
20001,3mzhALepM7B20691kJfMND,16
20002,3n0Y5ZSF6FqzP2ZGW9Fh3D,32
20003,3n1ZtFCrDo2MGNWlG1Hl07,44
20004,3n1wTBzxeQmpLOC4Dp77b9,0
20005,3n2A6l4UayVe3GGKCvfQWV,56
20006,3n3K4po1rQgz87P2eXy9B8,0
20007,3n3hO5CgPF6iNzJkyx6LKz,3
20008,3n4CsVh7NuZq6DfOfUKoen,0
20009,3n4r8cWLwYn5YZEJmh3P90,0
20010,3n4r9HS59J2Utzr9wHbte4,48
20011,3n58u3LOFw8mITLvfPvQBz,61
20012,3n5iUh2Z6P7cnWins22W0F,61
20013,3n5qF6aprwEIjHWuH5jECM,54
20014,3n5xZWqQODLbLxAoAnYZSt,0
20015,3n69hLUdIsSa1WlRmjMZlW,71
20016,3n6JyDxmxcEuMSSWM2W667,3
20017,3n8zCxqDKAY4GN48KGT8pm,42
20018,3n9HpNh17tjUjdpSI5grPO,13
20019,3n9Roz49akxftZl1kJv2tK,42
20020,3n9tDQgttAL7txp1wDH2Ja,41
20021,3nATeGcFdtkhpUrRvgr667,0
20022,3nAp4IvdMPPWEH9uuXFFV5,51
20023,3nAq2hCr1oWsIU54tS98pL,73
20024,3nBafwYhrGmiZS5NtVrljY,26
20025,3nBmy2hAqIDmMOD0VZGB7I,45
20026,3nKRYKbGxhzv4BbwlLOcWU,64
20027,3nKpgVS7YrRZJqpmZ413sV,28
20028,3nKx86fcs8MYMydill0Sya,17
20029,3nL4DaBrMVd5iliUbxXeuS,0
20030,3nLBNG0pMOl74sJfBxHMyZ,26
20031,3nLrhwZBGpn3Hv8yVEnuzw,53
20032,3nLsMbxcy2u57XRPhT0yzO,23
20033,3nMIGUBmSu9QN6SzPLRQeg,0
20034,3nMej77FUilcqdHf6EUWGS,42
20035,3nMnPEcogPThcFeoQBvkqh,0
20036,3nN30CwGHBLbsojIMZm6xt,0
20037,3nN3RstyJA9LlIQvnkkKtD,40
20038,3nOIAbewLk1lDm6DRykltl,0
20039,3nOIPMTb2eIbA2i4T8aMDL,0
20040,3nOjVAn9ohlCATDl1040v6,40
20041,3nPLU6pYHktjaXT9r5DZEA,8
20042,3nPR2jfaPoiVhdLREuAwvg,39
20043,3nPpCn5nYTMg0ajmzv57Jq,51
20044,3nQs3UIsjOXHYyEKMTV3gE,0
20045,3nRauKXndzK2BFA3yaEbEC,14
20046,3nRkce4I8jluoyvwHJkRiT,0
20047,3nSiB5WCF2pmRQrYSsteHv,55
20048,3nTY4jiXXqYpd9uW4urH7f,0
20049,3nTo73fL8wSMSu69p2PUdq,31
20050,3nU1soZMJAkali6e7z8Htx,31
20051,3nU6ip6YOygqR3MJjFEb4Z,45
20052,3nU8EQUEtB3BIEp5zW051y,0
20053,3nUKvY85jZjbc2o1ZRQGaU,0
20054,3nUOnjOeEivWeVM5mhf8bF,0
20055,3nUszV5llWoAaYBjIh7YQa,32
20056,3nVDOYBJpdCkRR6r1DbZum,49
20057,3nf4kQngam0zMSGBfMa4lw,42
20058,3nfMOTjl5Ts1GZScRKuQnF,54
20059,3nfa1zSNP1V1T74wbKVTtT,51
20060,3ngf72nHIDWjsaagIVumuM,50
20061,3ngh2nS1P1GOr6qDGzwojQ,34
20062,3nh8DWZn52kV97oj62M5hi,37
20063,3niZ9ibrjkxS0WkNUbx763,22
20064,3njjOu1O2xvdiRo9nxhQHn,0
20065,3njpLvANriMsdv3dgADEad,60
20066,3njxLkJ3ZimtxHey6mVS4i,0
20067,3nkVbtArZnOFy7VLA0fUSb,0
20068,3nkgt3Fus2RMbiQLT5XkP5,0
20069,3nlT74t8h4XlV1D72pErhj,38
20070,3nndHObJ5j5wpSKhTVODDG,7
20071,3nnwdAKEwqglIgpdoWOzD6,37
20072,3noN1TxpjbjjmKqssghvg8,53
20073,3noaCT1TKXycHBozKIoMUB,7
20074,3nodtPfXcok53E8Uze8gvD,52
20075,3npM3F7hhAez8o1AwhhF0X,32
20076,3nqZ1o4CSpH1Zuj1GsjBmf,0
20077,3ns1Hn52RB28zGVHiFvz7W,55
20078,3nsHMiah773SMpIjU3BDrz,36
20079,3nskTuYYPQ1oD4D78Tdzl0,0
20080,3nsxMrnYlfBNotHRevTRgM,55
20081,3ntPKSVkWPU0iJAaJipfuf,0
20082,3nthjnPtQqpZyhNEjfoG4p,0
20083,3ntrdR24dLkKrzSGRv1FlH,67
20084,3nulzAA8PNw1nZcUbrNxcf,52
20085,3nviljxwgZPAb3VLgDPM3F,34
20086,3nvuPQTw2zuFAVuLsC9IYQ,62
20087,3nw90utuyk0hSz74QuxZLG,0
20088,3o5bERGIzrslQ79RhjK37u,25
20089,3o68rZVgCzV5ln4ug2RpUc,29
20090,3o7eVMdoZHhio9lkv13cLC,0
20091,3o7oDpc6WPg2inBOIGIMmb,6
20092,3o7ovPRWRf0FOKYIyj85aD,18
20093,3o8Lk9gnJVJNOEh85EvnjW,1
20094,3o8QzWsiiqTUVgBZfHgF58,64
20095,3o9DPzAfvRkNaFrRNaUGTA,0
20096,3oB3fTtJW2AGCcSCNILZ8Z,24
20097,3oBxf3KvflYpaFSR4S3wKv,48
20098,3oDFtOhcN08qeDPAK6MEQG,69
20099,3oEa0GglFHgeSTaC0cQ00R,46
20100,3oEekS4xhmFQ88ieCVTZ7H,0
20101,3oEllCjRbaRJrZKtZVLsDJ,45
20102,3oFBJK1eiCr8caS71JRPW4,0
20103,3oFG0Jm2SHODjpJf3W92mV,0
20104,3oFSbVCS8conK9GwJWOSH6,47
20105,3oFdBAMTChekvADT8IgMNa,42
20106,3oG0H35hCLGa3SzQnOjkBf,16
20107,3oGDA2JKpAYTYadAzpP8RP,40
20108,3oGRjCpV07tCM5mrYv6iQA,44
20109,3oHNJECGN3bBoGXejlw2b1,72
20110,3oHVFmdEUpvO0FEkqEHWJV,6
20111,3oHawpLmh9MO2zGAZ2I7Uw,19
20112,3oHcizKROOFql6HwJKaiz9,0
20113,3oHokSU4OfikEW8etPCZOx,0
20114,3oIzPgwgKmZOXNFGNl0kyB,40
20115,3oJ1gXQoxJM8QaStXJ80VR,0
20116,3oJ42coJbHmyrkRxVpDsrc,48
20117,3oKhicdHPyboJqzzPdzyRJ,37
20118,3oLXQgbcC34Oo4gFHCeTmi,59
20119,3oVZPCQErNdBbQVHlDuSFJ,40
20120,3oVxiRYsdchd7Avi3Xx0Bu,30
20121,3oW6SWwGqiZSPTiAp7ZQoH,72
20122,3oXNIpoUMdk8qGkwCeXqGv,57
20123,3oXo5b276GoNWN3DODNIU1,52
20124,3oZoXyU0SkDldgS7AcN4y4,61
20125,3oaDCkTjusio23kXyosXCp,28
20126,3oaNlW0QJa02WqnIjtEAK9,15
20127,3oaWYEUBZ4QXrx4qgGIRwF,38
20128,3obQ7Qx6YZt8r1KvTv7uk3,46
20129,3obWpxyCVP8vtflLnuWQRz,39
20130,3obggbhnOjjnytaGM1hpDR,50
20131,3odqT6FRAUAFCeOmNFmLrb,47
20132,3oe574OaDVi0qyTyk8PNaX,0
20133,3oeM9NjxfnGAqy8kzQTIRP,27
20134,3oeneGxJeWjuFGds1AZLrk,32
20135,3ofKS0iKXdtl2Lf5i9JQ19,0
20136,3ofnoOucsNxASdxY4t3tkr,30
20137,3ogC9UpXOijiLIVZ0NzNyr,0
20138,3ogtSrlbtiTamktbA0hw0E,56
20139,3ohEiFVMG1flp4PnlglpXQ,10
20140,3ohJejAvKVqepuynBfMYea,23
